,R,G,B
train_113,53.66645812988281,61.294036865234375,49.017425537109375
train_114,48.57203674316406,61.55897521972656,53.62908935546875
train_115,68.90327453613281,74.99705505371094,52.59126281738281
train_116,68.2205810546875,72.71965026855469,68.03607177734375
train_117,36.46983337402344,49.31471252441406,43.47052001953125
train_118,157.24761962890625,156.36932373046875,136.15586853027344
train_119,79.75093078613281,94.0653076171875,89.51033020019531
train_120,58.98289489746094,72.97903442382812,69.05767822265625
train_121,158.7935028076172,154.62521362304688,145.19888305664062
train_122,153.27598571777344,134.49305725097656,111.05844116210938
train_123,49.98927307128906,50.524658203125,32.61845397949219
train_124,51.34690856933594,37.648223876953125,13.163742065429688
train_125,51.06146240234375,64.84652709960938,61.75334167480469
train_126,152.1350860595703,136.80776977539062,114.97463989257812
train_127,78.476806640625,91.1461181640625,87.04234313964844
train_128,62.42085266113281,74.13951110839844,70.36347961425781
train_129,70.58978271484375,73.85186767578125,70.81005859375
train_130,53.63438415527344,68.30033874511719,57.316131591796875
train_131,142.9987335205078,133.23870849609375,118.43916320800781
train_132,133.580078125,141.78355407714844,125.23448181152344
train_133,116.33657836914062,123.7327880859375,115.39212036132812
train_134,45.313201904296875,55.58583068847656,49.0213623046875
train_135,59.42762756347656,67.68745422363281,54.05680847167969
train_136,99.87893676757812,109.54072570800781,101.74758911132812
train_137,62.211029052734375,67.07130432128906,59.053466796875
train_138,113.27764892578125,117.76112365722656,110.05093383789062
train_139,44.88365173339844,53.493499755859375,38.33799743652344
train_140,36.197235107421875,49.33021545410156,46.21826171875
train_141,125.60264587402344,126.42045593261719,118.22541809082031
train_142,94.15226745605469,85.93516540527344,68.05007934570312
train_143,155.95433044433594,148.80307006835938,136.91082763671875
train_144,64.44769287109375,75.19020080566406,69.08291625976562
train_145,52.1619873046875,63.37788391113281,55.5093994140625
train_146,48.63127136230469,56.97572326660156,31.866622924804688
train_147,65.13740539550781,68.67121887207031,57.76634216308594
train_148,63.63426208496094,73.52667236328125,56.64115905761719
train_149,55.79371643066406,68.52792358398438,63.032073974609375
train_150,125.767333984375,129.86631774902344,119.67436218261719
train_151,47.748321533203125,59.89927673339844,53.7830810546875
train_152,81.29598999023438,95.37924194335938,87.53282165527344
train_153,73.166259765625,83.03436279296875,70.32989501953125
train_154,75.39700317382812,78.78753662109375,55.70954895019531
train_155,112.42723083496094,117.64317321777344,108.85295104980469
train_156,52.60758972167969,53.57975769042969,45.60932922363281
train_157,59.13975524902344,65.99443054199219,49.15838623046875
train_158,84.2635498046875,88.70967102050781,77.96237182617188
train_159,114.58734130859375,115.04263305664062,104.33061218261719
train_160,61.96473693847656,75.03208923339844,55.07438659667969
train_161,85.102294921875,91.02095031738281,70.4931640625
train_162,83.89009094238281,85.34169006347656,70.74606323242188
train_163,50.40202331542969,65.59713745117188,53.55903625488281
train_164,32.732330322265625,44.87872314453125,33.046417236328125
train_165,46.008026123046875,59.50933837890625,45.18046569824219
train_166,47.21479797363281,57.96412658691406,52.24494934082031
train_167,77.14622497558594,77.82672119140625,63.68919372558594
train_168,144.3141632080078,138.49818420410156,129.8390655517578
train_169,138.49171447753906,135.97506713867188,124.54124450683594
train_170,97.19366455078125,102.74241638183594,85.20046997070312
train_171,64.71734619140625,74.07994079589844,65.19490051269531
train_172,95.27561950683594,91.61587524414062,78.05844116210938
train_173,70.73701477050781,73.16334533691406,59.6170654296875
train_174,143.0802459716797,142.0740966796875,132.34263610839844
train_175,38.64195251464844,51.74324035644531,42.12498474121094
train_176,48.983123779296875,34.280792236328125,9.474334716796875
train_177,88.57980346679688,95.08988952636719,66.0770263671875
train_178,73.52413940429688,86.3380126953125,81.99212646484375
train_179,147.36337280273438,157.772216796875,152.3577880859375
train_180,111.63587951660156,111.48953247070312,104.07777404785156
train_181,21.697235107421875,35.86979675292969,22.203689575195312
train_182,128.60870361328125,144.19723510742188,146.2430419921875
train_183,61.30702209472656,73.53770446777344,64.85336303710938
train_184,89.35653686523438,106.19149780273438,101.76823425292969
train_185,98.75965881347656,90.34364318847656,65.76394653320312
train_186,129.8477783203125,125.89688110351562,104.45040893554688
train_187,86.45768737792969,82.66061401367188,61.51976013183594
train_188,110.38955688476562,112.84388732910156,100.22561645507812
train_189,47.29212951660156,62.93952941894531,56.956695556640625
train_190,68.37443542480469,79.42817687988281,65.11689758300781
train_191,144.67645263671875,143.78810119628906,124.005859375
train_192,33.147674560546875,42.99269104003906,39.52412414550781
train_193,81.29544067382812,86.95863342285156,81.58831787109375
train_194,87.39472961425781,96.42431640625,87.36183166503906
train_195,97.3194580078125,104.50125122070312,87.79299926757812
train_196,122.8974609375,121.81381225585938,109.84477233886719
train_197,60.49076843261719,77.61970520019531,61.0489501953125
train_198,92.30360412597656,100.498779296875,76.69227600097656
train_199,25.92547607421875,33.64570617675781,22.716567993164062
train_200,42.67872619628906,52.4884033203125,49.005340576171875
train_201,58.5723876953125,77.96072387695312,74.66726684570312
train_202,143.74429321289062,123.50982666015625,90.55776977539062
train_203,132.89659118652344,142.70751953125,135.68426513671875
train_204,48.29786682128906,59.71583557128906,57.02275085449219
train_205,101.70277404785156,108.0020751953125,101.55508422851562
train_206,44.73771667480469,58.63458251953125,55.13092041015625
train_207,114.12092590332031,89.72322082519531,58.118988037109375
train_208,38.785369873046875,56.71440124511719,52.24449157714844
train_209,99.07820129394531,96.42973327636719,88.39202880859375
train_210,66.89192199707031,78.93855285644531,71.91471862792969
train_211,134.02305603027344,119.49642944335938,103.06443786621094
train_212,72.14859008789062,79.39288330078125,74.17863464355469
train_213,77.69107055664062,85.07228088378906,70.33854675292969
train_214,43.47544860839844,61.12481689453125,55.37748718261719
train_215,113.93678283691406,122.21278381347656,111.39569091796875
train_216,58.44804382324219,63.75508117675781,50.58012390136719
train_217,102.26069641113281,98.50328063964844,81.85873413085938
train_218,111.99447631835938,111.31916809082031,95.45423889160156
train_219,52.04707336425781,67.59585571289062,65.85751342773438
train_220,117.05633544921875,121.64227294921875,112.89424133300781
train_221,64.09489440917969,66.69110107421875,59.30796813964844
train_222,85.97842407226562,93.36112976074219,65.26763916015625
train_223,34.259552001953125,48.900115966796875,41.847015380859375
train_224,76.51861572265625,79.65415954589844,70.13572692871094
train_225,82.61650085449219,83.0762939453125,64.89791870117188
train_226,131.55429077148438,121.36935424804688,106.11512756347656
train_227,73.06155395507812,76.12007141113281,59.523193359375
train_228,181.2854461669922,179.56802368164062,169.0968017578125
train_229,59.03056335449219,71.02391052246094,66.82905578613281
train_230,144.09320068359375,142.72763061523438,138.5136260986328
train_231,89.5927734375,97.45936584472656,89.27139282226562
train_232,39.746612548828125,55.85603332519531,42.394256591796875
train_233,67.43302917480469,77.29574584960938,70.15873718261719
train_234,124.52334594726562,129.18112182617188,115.50547790527344
train_235,52.03865051269531,65.61065673828125,60.646209716796875
train_236,52.625213623046875,56.761871337890625,46.38722229003906
train_237,103.86724853515625,101.49966430664062,74.76280212402344
train_238,39.6590576171875,55.46339416503906,50.25871276855469
train_239,83.29086303710938,84.55313110351562,63.57908630371094
train_240,87.9722900390625,87.60430908203125,74.68882751464844
train_241,108.63046264648438,111.08580017089844,101.63099670410156
train_242,44.600555419921875,59.10160827636719,50.53736877441406
train_243,40.75077819824219,51.67938232421875,47.64717102050781
train_244,62.87400817871094,66.60713195800781,56.751861572265625
train_245,36.35005187988281,37.61222839355469,26.948379516601562
train_246,39.57890319824219,49.35548400878906,47.25379943847656
train_247,50.02301025390625,63.08482360839844,56.57215881347656
train_248,81.78431701660156,94.82357788085938,87.04188537597656
train_249,64.65965270996094,73.94688415527344,64.72926330566406
train_250,45.19990539550781,62.549530029296875,64.42689514160156
train_251,33.686981201171875,45.47682189941406,36.81599426269531
train_252,42.836273193359375,57.81123352050781,51.45661926269531
train_253,129.826904296875,127.6121826171875,114.7694091796875
train_254,82.81527709960938,93.55210876464844,84.75613403320312
train_255,91.07904052734375,84.42745971679688,70.96070861816406
train_256,48.514495849609375,59.91352844238281,53.44232177734375
train_257,120.24087524414062,126.45001220703125,117.39930725097656
train_258,122.49076843261719,123.49227905273438,115.3194580078125
train_259,50.77033996582031,58.961395263671875,55.97834777832031
train_260,70.82583618164062,85.54286193847656,82.04989624023438
train_261,54.04981994628906,65.09609985351562,51.32380676269531
train_262,62.35255432128906,66.16964721679688,57.687957763671875
train_263,37.86997985839844,55.770538330078125,46.11003112792969
train_264,64.18794250488281,76.49276733398438,72.45263671875
train_265,89.22554016113281,99.56117248535156,90.99748229980469
train_266,38.07481384277344,42.609771728515625,30.480972290039062
train_267,40.20805358886719,55.07792663574219,45.71836853027344
train_268,71.42288208007812,79.778564453125,67.23829650878906
train_269,26.153961181640625,43.36070251464844,39.098602294921875
train_270,119.69938659667969,96.81427001953125,69.52101135253906
train_271,34.44514465332031,53.933502197265625,50.41401672363281
train_272,65.03532409667969,76.79469299316406,64.01083374023438
train_273,136.82122802734375,130.0930633544922,107.75613403320312
train_274,172.19529724121094,145.9070281982422,114.99203491210938
train_275,86.96189880371094,101.86589050292969,94.61878967285156
train_276,38.72639465332031,49.880889892578125,41.752532958984375
train_277,37.69218444824219,54.43267822265625,51.769989013671875
train_278,31.365875244140625,46.424591064453125,41.02717590332031
train_279,37.72856140136719,54.5552978515625,46.43365478515625
train_280,39.88926696777344,51.74806213378906,48.49034118652344
train_281,70.18646240234375,87.3216552734375,74.95951843261719
train_282,132.22804260253906,138.4660186767578,124.714599609375
train_283,137.9307403564453,137.87855529785156,119.11936950683594
train_284,208.0240478515625,202.2823944091797,182.5052032470703
train_285,173.0172882080078,176.46595764160156,164.04331970214844
train_286,79.35581970214844,91.69895935058594,80.72024536132812
train_287,52.983673095703125,65.10675048828125,48.95158386230469
train_288,70.02861022949219,75.50520324707031,67.91133117675781
train_289,42.26397705078125,60.69505310058594,57.018463134765625
train_290,93.93502807617188,99.87657165527344,97.65145874023438
train_291,35.468780517578125,45.81126403808594,44.875518798828125
train_292,101.31100463867188,109.03495788574219,97.27632141113281
train_293,54.20606994628906,69.03500366210938,63.79783630371094
train_294,71.62333679199219,76.29351806640625,67.14207458496094
train_295,96.89292907714844,98.84707641601562,82.12910461425781
train_296,54.439178466796875,69.07817077636719,63.78724670410156
train_297,61.094818115234375,63.35966491699219,51.343170166015625
train_298,71.64007568359375,71.5560302734375,56.7174072265625
train_299,57.64155578613281,74.30033874511719,61.04396057128906
train_300,37.06929016113281,49.828399658203125,42.392913818359375
train_301,114.5701904296875,89.7110595703125,51.76216125488281
train_302,182.88275146484375,161.42433166503906,138.01300048828125
train_303,37.87135314941406,54.82408142089844,51.42375183105469
train_304,72.40902709960938,71.82664489746094,69.36933898925781
train_305,89.59060668945312,97.76605224609375,91.8870849609375
train_306,124.50538635253906,126.09855651855469,112.71812438964844
train_307,70.67184448242188,85.67814636230469,79.36732482910156
train_308,97.32904052734375,107.89982604980469,103.02622985839844
train_309,72.91911315917969,69.22549438476562,56.73626708984375
train_310,46.53350830078125,52.98945617675781,28.55584716796875
train_311,88.46339416503906,86.01802062988281,63.59532165527344
train_312,85.30612182617188,94.16879272460938,86.46856689453125
train_313,99.04710388183594,111.80903625488281,104.73284912109375
train_314,100.16473388671875,93.29154968261719,70.42709350585938
train_315,134.3234405517578,134.10665893554688,119.14744567871094
train_316,100.2872314453125,113.46038818359375,104.91636657714844
train_317,40.514892578125,53.10002136230469,47.937225341796875
train_318,55.81794738769531,67.13706970214844,56.7010498046875
train_319,107.99264526367188,106.25616455078125,94.58792114257812
train_320,58.35406494140625,70.72987365722656,59.95648193359375
train_321,109.78775024414062,103.35316467285156,75.64389038085938
train_322,73.36477661132812,82.45237731933594,71.80105590820312
train_323,46.46281433105469,61.878265380859375,52.48728942871094
train_324,71.14666748046875,81.15663146972656,70.27557373046875
train_325,96.89302062988281,106.4639892578125,93.69384765625
train_326,120.39701843261719,124.79722595214844,109.47959899902344
train_327,53.076690673828125,71.35565185546875,65.20048522949219
train_328,134.4296417236328,137.97705078125,134.17787170410156
train_329,40.16795349121094,53.8349609375,47.11407470703125
train_330,61.155517578125,69.21379089355469,66.22946166992188
train_331,49.8079833984375,60.675445556640625,46.40190124511719
train_332,97.63832092285156,110.04182434082031,104.53408813476562
train_333,59.33477783203125,75.63893127441406,63.73594665527344
train_334,68.35971069335938,77.87265014648438,68.75746154785156
train_335,84.16488647460938,103.79249572753906,99.30357360839844
train_336,54.86993408203125,71.63374328613281,58.53138732910156
train_337,145.4160919189453,146.1822052001953,131.884033203125
train_338,112.42390441894531,109.80413818359375,92.36141967773438
train_339,53.676116943359375,65.113037109375,53.701141357421875
train_340,166.16925048828125,150.70314025878906,134.45156860351562
train_341,98.33389282226562,107.45350646972656,94.9229736328125
train_342,121.39765930175781,118.49858093261719,103.61494445800781
train_343,160.3195343017578,157.58963012695312,148.33213806152344
train_344,59.755767822265625,78.49696350097656,79.85238647460938
train_345,38.45257568359375,50.58866882324219,46.98585510253906
train_346,65.67913818359375,80.0477294921875,69.23197937011719
train_347,65.52476501464844,78.0889892578125,67.40562438964844
train_348,63.97601318359375,77.62666320800781,74.75746154785156
train_349,95.29669189453125,96.73452758789062,81.98318481445312
train_350,102.97532653808594,100.58280944824219,89.94326782226562
train_351,123.48927307128906,127.449462890625,111.35118103027344
train_352,231.0850830078125,223.61875915527344,229.09405517578125
train_353,86.36912536621094,96.61466979980469,83.00794982910156
train_354,85.40809631347656,95.11868286132812,82.54450988769531
train_355,36.84208679199219,47.52293395996094,36.94151306152344
train_356,34.93678283691406,47.85462951660156,47.968658447265625
train_357,46.89556884765625,61.793060302734375,56.76731872558594
train_358,78.14784240722656,88.47052001953125,74.0360107421875
train_359,67.61094665527344,83.97819519042969,83.99444580078125
train_360,115.13970947265625,120.91252136230469,108.15394592285156
train_361,128.84637451171875,125.03347778320312,114.45051574707031
train_362,81.37953186035156,87.01052856445312,75.9652099609375
train_363,102.41038513183594,114.65914916992188,105.64622497558594
train_364,82.25914001464844,93.68637084960938,86.38760375976562
train_365,87.07521057128906,91.59609985351562,71.58682250976562
train_366,55.75306701660156,65.75567626953125,57.430511474609375
train_367,64.87648010253906,76.73234558105469,73.54473876953125
train_368,43.965911865234375,57.54670715332031,55.859527587890625
train_369,46.478790283203125,55.29682922363281,46.17674255371094
train_370,84.38133239746094,87.71833801269531,75.65577697753906
train_371,42.77888488769531,58.42774963378906,46.39140319824219
train_372,38.28718566894531,51.76820373535156,45.82688903808594
train_373,53.356414794921875,66.13909912109375,59.49681091308594
train_374,82.91819763183594,85.82466125488281,58.785888671875
train_375,52.75691223144531,67.52191162109375,56.485870361328125
train_376,37.62303161621094,52.18550109863281,40.657806396484375
train_377,53.84324645996094,61.320892333984375,52.83526611328125
train_378,34.78068542480469,47.89288330078125,40.23011779785156
train_379,133.1238555908203,133.40199279785156,119.23313903808594
train_380,59.916046142578125,77.38494873046875,71.9986572265625
train_381,70.06834411621094,77.11642456054688,61.9010009765625
train_382,54.140960693359375,62.81886291503906,57.751007080078125
train_383,38.23182678222656,47.98612976074219,46.12950134277344
train_384,98.79110717773438,105.77894592285156,97.53781127929688
train_385,139.23931884765625,139.1234893798828,121.81410217285156
train_386,68.7901611328125,69.98130798339844,59.83612060546875
train_387,63.56114196777344,74.00540161132812,64.215087890625
train_388,113.22096252441406,122.92457580566406,120.45132446289062
train_389,103.49494934082031,109.07679748535156,94.89651489257812
train_390,120.00273132324219,116.79811096191406,103.81288146972656
train_391,123.34004211425781,126.22616577148438,101.62216186523438
train_392,62.737030029296875,64.24958801269531,37.870849609375
train_393,123.40473937988281,116.62452697753906,105.25527954101562
train_394,43.06864929199219,55.31526184082031,49.07862854003906
train_395,100.77944946289062,110.09706115722656,100.16673278808594
train_396,151.09886169433594,151.38229370117188,138.32144165039062
train_397,33.39241027832031,41.68885803222656,28.1278076171875
train_398,70.77183532714844,82.92654418945312,68.11326599121094
train_399,39.50372314453125,54.33442687988281,49.826690673828125
train_400,121.92845153808594,119.78874206542969,94.41673278808594
train_401,56.89849853515625,70.78054809570312,62.589691162109375
train_402,54.42317199707031,66.32353210449219,55.53399658203125
train_403,44.46893310546875,57.97941589355469,49.11781311035156
train_404,52.26861572265625,68.2080078125,61.64799499511719
train_405,91.68003845214844,88.10585021972656,62.71507263183594
train_406,106.682861328125,116.17559814453125,101.44752502441406
train_407,38.951202392578125,54.16270446777344,38.65391540527344
train_408,47.40586853027344,54.978057861328125,42.43986511230469
train_409,49.13525390625,61.990936279296875,56.81782531738281
train_410,63.72096252441406,75.63693237304688,69.90643310546875
train_411,144.35018920898438,138.9790802001953,120.4622802734375
train_412,120.54922485351562,115.49076843261719,104.88450622558594
train_413,160.04071044921875,161.45867919921875,149.8715057373047
train_414,134.05514526367188,139.3848876953125,128.17144775390625
train_415,50.01768493652344,76.79254150390625,83.59925842285156
train_416,76.50852966308594,85.047119140625,67.37869262695312
train_417,116.53410339355469,124.40910339355469,116.2999267578125
train_418,129.5758819580078,120.31439208984375,104.95379638671875
train_419,113.20370483398438,95.823974609375,59.28303527832031
train_420,118.66261291503906,95.93556213378906,68.50379943847656
train_421,108.3082275390625,112.40074157714844,103.05543518066406
train_422,71.58790588378906,76.91090393066406,67.370361328125
train_423,34.90704345703125,48.649322509765625,42.26121520996094
train_424,59.75846862792969,71.92138671875,68.31036376953125
train_425,163.72012329101562,142.7919921875,122.71165466308594
train_426,144.94317626953125,144.29086303710938,134.21792602539062
train_427,54.302032470703125,70.85623168945312,58.8912353515625
train_428,43.58453369140625,54.91259765625,48.98451232910156
train_429,38.005828857421875,53.7396240234375,53.52239990234375
train_430,54.25157165527344,60.96673583984375,46.44346618652344
train_431,40.674591064453125,59.038055419921875,57.2386474609375
train_432,91.194580078125,103.02778625488281,94.53366088867188
train_433,70.52108764648438,71.79391479492188,58.614288330078125
train_434,72.25117492675781,77.78800964355469,67.13432312011719
train_435,85.37745666503906,74.94932556152344,52.86363220214844
train_436,37.50111389160156,49.27116394042969,44.96052551269531
train_437,146.16436767578125,151.04014587402344,142.31982421875
train_438,29.338104248046875,44.31892395019531,27.903564453125
train_439,41.834197998046875,53.84405517578125,51.065948486328125
train_440,51.08088684082031,63.1029052734375,59.19758605957031
train_441,62.268707275390625,73.55419921875,66.54747009277344
train_442,102.98075866699219,93.94612121582031,86.26008605957031
train_443,51.626861572265625,62.97894287109375,56.34349060058594
train_444,40.4326171875,45.27012634277344,28.819976806640625
train_445,89.09736633300781,102.57612609863281,96.05917358398438
train_446,44.35765075683594,57.438201904296875,39.86039733886719
train_447,39.04084777832031,51.471405029296875,47.37956237792969
train_448,97.01399230957031,99.21597290039062,88.07429504394531
train_449,37.40089416503906,52.580810546875,50.85783386230469
train_450,58.462615966796875,62.79261779785156,54.331207275390625
train_451,114.01393127441406,110.66032409667969,95.97666931152344
train_452,175.24949645996094,170.50479125976562,156.59152221679688
train_453,171.9374542236328,167.78970336914062,152.92422485351562
train_454,166.65927124023438,172.9229736328125,164.42910766601562
train_455,69.98973083496094,76.35586547851562,68.21394348144531
train_456,123.6080322265625,116.72737121582031,101.34878540039062
train_457,71.02128601074219,77.53425598144531,69.6107177734375
train_458,114.33767700195312,125.71273803710938,119.08280944824219
train_459,48.649444580078125,61.36305236816406,55.7529296875
train_460,102.61822509765625,111.055908203125,100.95774841308594
train_461,73.06074523925781,89.81893920898438,89.40840148925781
train_462,43.99684143066406,59.91856384277344,52.2525634765625
train_463,64.97450256347656,74.00021362304688,69.49079895019531
train_464,76.69383239746094,85.23941040039062,69.58543395996094
train_465,47.33428955078125,58.97111511230469,53.95391845703125
train_466,43.680023193359375,55.759979248046875,49.11433410644531
train_467,78.9364013671875,85.84208679199219,72.33871459960938
train_468,55.07362365722656,69.20826721191406,66.6368408203125
train_469,41.85075378417969,54.95753479003906,46.8184814453125
train_470,50.967681884765625,69.26553344726562,68.61671447753906
train_471,73.24784851074219,81.6419677734375,70.28115844726562
train_472,23.927978515625,36.65594482421875,21.758575439453125
train_473,84.0701904296875,96.0555419921875,88.17840576171875
train_474,135.0293426513672,127.23054504394531,109.50894165039062
train_475,57.52503967285156,67.01847839355469,60.9202880859375
train_476,210.74685668945312,206.6988067626953,198.58531188964844
train_477,49.10322570800781,61.18861389160156,53.4544677734375
train_478,34.78761291503906,51.645416259765625,37.646026611328125
train_479,38.53131103515625,53.97425842285156,46.25425720214844
train_480,47.278594970703125,61.58982849121094,57.5093994140625
train_481,45.33583068847656,59.76969909667969,55.61065673828125
train_482,96.57026672363281,101.10264587402344,96.96615600585938
train_483,64.33914184570312,68.18153381347656,54.56111145019531
train_484,39.27061462402344,49.9346923828125,45.029022216796875
train_485,40.356414794921875,51.3553466796875,46.784942626953125
train_486,81.31561279296875,60.006195068359375,28.0526123046875
train_487,33.28973388671875,52.839202880859375,49.23439025878906
train_488,51.933685302734375,64.64762878417969,56.62754821777344
train_489,44.81352233886719,61.394744873046875,65.68873596191406
train_490,54.09483337402344,67.58695983886719,63.194366455078125
train_491,102.21719360351562,100.5267333984375,79.29130554199219
train_492,81.68099975585938,92.55564880371094,84.36906433105469
train_493,35.59620666503906,48.79646301269531,41.99073791503906
train_494,41.972564697265625,53.1214599609375,47.02857971191406
train_495,85.41484069824219,82.33328247070312,75.96066284179688
train_496,85.05210876464844,91.73143005371094,63.38421630859375
train_497,64.24449157714844,69.03892517089844,62.704803466796875
train_498,152.78900146484375,143.50328063964844,115.036376953125
train_499,82.20034790039062,91.34529113769531,76.58465576171875
train_500,114.31268310546875,126.4168701171875,117.53404235839844
train_501,37.909576416015625,50.9168701171875,47.92994689941406
